Adjective,Characteristics,Values,Probs,Probs_base
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Shona']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Shona']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Shona']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Shona']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Shona']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Shona']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Shona']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Shona']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-6.936034835262381,-6.1434760577691545
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-7.281346945928496,-6.1434760577691545
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-7.109296986116894,-6.1434760577691545
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-6.452163869189064,-6.1434760577691545
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-6.792519959802632,-6.1434760577691545
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-5.9245332281808905,-6.1434760577691545
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-7.78279215426643,-6.1434760577691545
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-5.160355323378482,-6.1434760577691545
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-7.902249695495108,-6.1434760577691545
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-6.3567021000608595,-6.1434760577691545
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Latvian']",-6.755401918371755,-6.1434760577691545
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-6.643153464064063,-6.073112709416076
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-6.949883527054792,-6.073112709416076
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-6.772856702445256,-6.073112709416076
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-6.330310269426613,-6.073112709416076
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-6.700112715505627,-6.073112709416076
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-5.86584376219267,-6.073112709416076
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-7.631668965392915,-6.073112709416076
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-5.105683182636196,-6.073112709416076
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-7.625597833970231,-6.073112709416076
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-6.27090010291153,-6.073112709416076
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Sanskrit']",-6.721225157257469,-6.073112709416076
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Faroese']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Afrikaans']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Uyghur']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-7.330408671360614,-6.152146811947607
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-7.356015484765878,-6.152146811947607
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-7.0989014152401255,-6.152146811947607
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-6.602952878849464,-6.152146811947607
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-6.7531430163465975,-6.152146811947607
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-5.935122249453574,-6.152146811947607
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-7.820299552608393,-6.152146811947607
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-5.1540140896889675,-6.152146811947607
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-7.879130415777606,-6.152146811947607
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-6.354431674031058,-6.152146811947607
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Macedonian']",-6.817900479541599,-6.152146811947607
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Spanish; Castilian']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-6.648370285962114,-6.073084605349653
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-6.934907540045668,-6.073084605349653
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-6.751720723506187,-6.073084605349653
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-6.329543633054585,-6.073084605349653
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-6.6990471187245255,-6.073084605349653
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-5.8626629555939695,-6.073084605349653
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-7.6336407900411585,-6.073084605349653
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-5.104836935617297,-6.073084605349653
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-7.624082455974528,-6.073084605349653
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-6.268017858947842,-6.073084605349653
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Telugu']",-6.720145579922033,-6.073084605349653
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'North Ndebele']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Twi']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['Virgin Islands (US)', 'Ndonga']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-11.745122304182143,-10.448470164087789
broken,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-12.297121804829263,-10.448470164087789
unhappy,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-12.31042607121747,-10.448470164087789
boring,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-11.07421193501371,-10.448470164087789
vigilant,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-12.346740292388064,-10.448470164087789
jaunty,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-9.887354903921747,-10.448470164087789
trusting,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-13.915468805195452,-10.448470164087789
favorite,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-8.59899325131448,-10.448470164087789
virtuous,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-14.194544171599894,-10.448470164087789
honored,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-11.390881953442129,-10.448470164087789
euphoric,"['Countries', 'Languages']","['French Guiana', 'Tajik']",-11.65292200260113,-10.448470164087789
sorrowful,"['Countries', 'Languages']","['French Guiana', 'Breton']",-7.7328027149212755,-6.182048348809136
broken,"['Countries', 'Languages']","['French Guiana', 'Breton']",-7.640480408427147,-6.182048348809136
unhappy,"['Countries', 'Languages']","['French Guiana', 'Breton']",-7.449513982209191,-6.182048348809136
boring,"['Countries', 'Languages']","['French Guiana', 'Breton']",-6.6339869649404415,-6.182048348809136
vigilant,"['Countries', 'Languages']","['French Guiana', 'Breton']",-6.807860059266084,-6.182048348809136
jaunty,"['Countries', 'Languages']","['French Guiana', 'Breton']",-6.053453178178982,-6.182048348809136
trusting,"['Countries', 'Languages']","['French Guiana', 'Breton']",-8.003401114388268,-6.182048348809136
favorite,"['Countries', 'Languages']","['French Guiana', 'Breton']",-5.652846537656427,-6.182048348809136
virtuous,"['Countries', 'Languages']","['French Guiana', 'Breton']",-7.933608852218086,-6.182048348809136
honored,"['Countries', 'Languages']","['French Guiana', 'Breton']",-6.408277060690209,-6.182048348809136
euphoric,"['Countries', 'Languages']","['French Guiana', 'Breton']",-6.98809686429802,-6.182048348809136
sorrowful,"['Countries', 'Languages']","['French Guiana', 'Welsh']",-6.657197746678455,-6.075064667364626
broken,"['Countries', 'Languages']","['French Guiana', 'Welsh']",-6.938068802572058,-6.075064667364626
unhappy,"['Countries', 'Languages']","['French Guiana', 'Welsh']",-6.7648197058123,-6.075064667364626
